CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC
H4IL14124,"HOSTA, JOHN",DEM,2014,IL,H,14,C,N,
H4IL15055,"GILL, DAVID MICHAEL",DEM,2012,IL,H,13,C,P,C00498972
H4IL15071,"THORSLAND, ERIC LEE",DEM,2014,IL,H,15,C,C,C00549899
H4IL16020,"HALE JR, DAVID JERRY",REP,2014,IL,H,16,C,C,C00553826
H4IL17077,"FAWELL, WILLIAM W",LIB,2014,IL,H,17,C,C,C00569772
H4IL18109,"MELLON, ROB",DEM,2014,IL,H,18,C,N,C00555771
H4IL18117,"MILLER, DARREL ERVIN",DEM,2014,IL,H,18,C,C,C00563460
H4IL19081,"ROTHERT, ANTHONY E",DEM,2004,IL,H,19,C,N,C00408013
H4IN01012,"VISCLOSKY, PETER J.",DEM,2014,IN,H,1,I,C,C00166504
H4IN01152,"DUNN, DONNA T.",LIB,2014,IN,H,1,C,N,
H4IN01160,"JOHNSON JUNIOR, JAMES L.",W,2014,IN,H,1,C,N,
H4IN02051,"MCINTOSH, DAVID MARTIN",REP,2012,IN,H,5,O,P,C00285445
H4IN02101,"DONNELLY, JOSEPH SIMON MR.",DEM,2012,IN,H,2,C,P,C00393652
H4IN02135,"BOCK, JOSEPH",DEM,2014,IN,H,2,C,C,C00551234
H4IN02143,"KERN, BOB",DEM,2014,IN,H,2,C,N,
H4IN02150,"CARPENTER, DOUGLAS M.",DEM,2014,IN,H,2,C,N,
H4IN02168,"PETERMANN, JEFF",LIB,2014,IN,H,2,C,N,
H4IN03091,"REDMOND, JIM",DEM,2014,IN,H,3,C,N,
H4IN03109,"MAHONEY III, JAMES (JIM) E.",REP,2014,IN,H,3,C,N,
H4IN03117,"BARINGER, MARK WILLIAM",REP,2014,IN,H,3,C,N,
H4IN04123,"PAASCH,  BRIAN MR.",REP,2004,IN,H,4,C,P,C00389031
H4IN04149,"SANDERS, DAVID AURAM",DEM,2010,IN,H,4,O,P,C00397935
H4IN04172,"DALE, JOHN",DEM,2014,IN,H,4,C,C,C00553438
H4IN04180,"GRANT, KEVIN JAY",REP,2014,IN,H,4,C,N,
H4IN04206,"POLLCHIK, HOWARD JOSEPH",DEM,2014,IN,H,4,C,N,
H4IN04214,"BLAYDES, JEFFERY OILVER",DEM,2014,IN,H,4,C,N,
H4IN04222,"FUTRELL, JOHN L.",DEM,2014,IN,H,4,C,N,
H4IN04230,"DAY, ROGER D.",DEM,2014,IN,H,4,C,N,
H4IN05104,"STOCKDALE, DAVID S",REP,2014,IN,H,5,C,C,C00544338
H4IN05112,"DAVIDSON, ALLEN RAY",DEM,2014,IN,H,5,C,C,C00554121
H4IN05120,"DENNEY, SHAWN ALLEN",DEM,2014,IN,H,5,C,N,C00555177
H4IN05138,"FORD, DAVID WILLIAM",DEM,2014,IN,H,5,C,C,C00555995
H4IN05146,"CAMPBELL, DAVID M, (MIKE)",REP,2014,IN,H,5,C,N,
H4IN05153,"KROM, JOHN P",LIB,2014,IN,H,5,C,C,C00561019
H4IN06102,"WESTERFIELD, CORINNE NICOLE",DEM,2014,IN,H,6,C,N,
H4IN06110,"MILLER, ERIC",LIB,2014,IN,H,6,C,N,
H4IN07134,"FECTEAU, BRIAN",REP,2014,IN,H,7,C,N,C00546614
H4IN07142,"SMITH, GORDON E",REP,2014,IN,H,7,C,N,C00554808
H4IN07159,"GODFREY, CURTIS",DEM,2014,IN,H,7,C,N,
H4IN07175,"MAGEE, ERIN KENT",REP,2014,IN,H,7,C,N,
H4IN07183,"MAYO, CHRIS",LIB,2014,IN,H,7,C,N,
H4IN08199,"MCNEIL, ANDREW TOBIAS",REP,2014,IN,H,8,C,C,C00553131
H4IN08207,"SPANGLER, TOM",DEM,2014,IN,H,8,C,C,C00556910
H4IN09072,"BAILEY, BILL",DEM,2014,IN,H,9,C,C,C00547612
H4IN09080,"MILLER, JEFFREY S",DEM,2014,IN,H,9,C,N,C00553776
H4IN09098,"THOMAS, WILLIAM JOSEPH",DEM,2014,IN,H,9,C,N,
H4IN09106,"HEIL, KATHY LOWE",REP,2014,IN,H,9,C,N,
H4IN09114,"JONES, MARK G.",REP,2014,IN,H,9,C,N,
H4IN09122,"FEUERBACH, TEAPARTY TRENT",REP,2014,IN,H,9,C,N,
H4IN09130,"FREY, R. MIKE",LIB,2014,IN,H,9,C,N,
H4KS01042,"WHITNEY, BRYAN ROBERT",DEM,2014,KS,H,1,C,N,C00544247
H4KS01059,"LAPOLICE, ALAN",REP,2014,KS,H,1,C,C,C00552810
H4KS01067,"ROTH, KENT",REP,2014,KS,H,1,C,C,C00554824
H4KS01075,"SHEROW, JAMES EARL",DEM,2014,KS,H,1,C,C,C00557645
H4KS02115,"WAKEFIELD, MARGIE",DEM,2014,KS,H,2,C,C,C00547026
H4KS02123,"CLEMMONS, CHRISTOPHER KELLY",LIB,2014,KS,H,2,C,N,
H4KS02131,"TUCKER, JOSHUA JOEL",REP,2014,KS,H,2,C,C,C00564443
H4KS03113,"LIGHTNER, PATRICIA",REP,2010,KS,H,3,O,P,C00465740
H4KS03170,"MARSELUS, REGINALD W",DEM,2014,KS,H,3,C,N,C00561639
H4KS03188,"KULTALA, KELLY D",DEM,2014,KS,H,3,C,C,C00556019
H4KS04087,"TIAHRT, TODD",REP,2014,KS,H,4,C,C,C00564492
H4KS04111,"SCHUCKMAN, PERRY L",DEM,2014,KS,H,4,C,C,C00562488
H4KY01016,"HATCHETT, CHARLES KENDALL",DEM,2014,KY,H,1,C,N,C00487017
H4KY01040,"WHITFIELD, EDWARD",REP,2014,KY,H,1,I,C,C00289983
H4KY01065,"BOLIN, WESLEY SEATON",DEM,2014,KY,H,1,C,N,C00555383
H4KY01073,"GASKINS, SAMUEL LEWIS",DEM,2016,KY,H,1,,N,C00565663
H4KY02089,"LEACH, RONALD ALLEN",DEM,2014,KY,H,2,C,C,C00543538
H4KY03210,"MCFARLANE, MICHAEL",REP,2014,KY,H,3,C,C,C00550855
H4KY03228,"GATTON, MARK A",IND,2014,KY,H,3,C,N,
H4KY03236,"PIERCE, E. RAY",DEM,2014,KY,H,3,C,N,
H4KY03244,"PUCCETTI, GREGORY PETER",IND,2014,KY,H,3,C,C,C00570036
H4KY06072,"CHANDLER, A.B. III",DEM,2012,KY,H,6,C,P,C00393512
H4KY06130,"JENSEN, ELISABETH",DEM,2014,KY,H,6,C,C,C00545988
H4KY06148,"COBLENZ, MICHAEL",DEM,2014,KY,H,6,C,C,C00547273
H4KY06155,"PALUMBO, JOSEPH E",DEM,2014,KY,H,6,C,C,C00547232
H4KY06163,"YOUNG, GEOFFREY M",DEM,2014,KY,H,6,C,C,C00561548
H4LA01139,"SANFORD, JEFFRY L",LIB,2014,LA,H,1,C,N,C00567750
H4LA01147,"DUGAS, LEE A",DEM,2014,LA,H,1,C,N,
H4LA02087,"DAVENPORT, SAMUEL",LIB,2014,LA,H,2,C,N,
H4LA02095,"JOHNSO, RUFUS H.",DEM,2014,LA,H,2,C,N,
H4LA02103,"BROOKS, DAVID GRAHAM",IND,2014,LA,H,2,C,C,C00568766
H4LA03069,"TAUZIN, WILBERT J III",REP,2006,LA,H,3,O,P,C00401315
H4LA03093,"CHANCE, DAVID",LIB,2014,LA,H,3,C,N,
H4LA03119,"RICHARD, RUSSELL",NNE,2014,LA,H,3,C,N,
H4LA04026,"ANSLEY, JUSTIN",DEM,2014,LA,H,4,C,N,
H4LA05064,"RISER, HARTWELL NEIL JR",REP,2013,LA,H,5,O,C,C00548107
H4LA05072,"GALLOT, RICK",DEM,2013,LA,H,5,O,N,C00548156
H4LA05080,"MAYO, JAMIE",DEM,2014,LA,H,5,C,C,C00567123
H4LA05098,"BARRON, ELIOT S",DEM,2014,LA,H,5,C,N,C00549113
H4LA05106,"HERFORD, HENRY JR.",LIB,2013,LA,H,5,O,N,C00549261
H4LA05114,"HUNTER, MARCUS LAMAR",DEM,2013,LA,H,5,O,C,C00549311
H4LA05130,"MCALLISTER, VANCE MICHAEL",REP,2014,LA,H,5,I,C,C00549352
H4LA05155,"RUSSELL, WELDON",DEM,2013,LA,H,5,O,C,C00548974
H4LA05163,"WEATHERLY, PHILLIP BLAKE",REP,2013,LA,H,5,O,C,C00549600
H4LA05171,"WILLIAMS, PETER",DEM,2014,LA,H,6,O,N,
H4LA05189,"ZAITOON, S.B.A.",LIB,2013,LA,H,5,O,N,
H4LA05197,"JOHNSON, ROBERT ALLEN",DEM,2013,LA,H,5,O,C,C00548594
H4LA05205,"MORRIS, JOHN CLYDE III",REP,2013,LA,H,5,O,C,C00548834
H4LA05213,"TARPLEY, EDWARD L JR",REP,2014,LA,H,5,C,C,C00562439
H4LA05221,"ABRAHAM, RALPH LEE",REP,2014,LA,H,5,C,C,C00563940
H4LA05239,"BROWN, HARRIS",REP,2014,LA,H,5,C,C,C00563890
H4LA05247,"DASHER, ZACH",REP,2014,LA,H,5,C,C,C00565044
H4LA05254,"GUERRIERO, JEFFREY D",REP,2014,LA,H,5,C,N,C00568188
H4LA05262,"SAUCIER, CHARLES",DEM,2014,LA,H,5,C,N,
H4LA06047,"CRAIG, RUFUS ",LIB,2014,LA,H,6,O,C,C00568600
H4LA06062,"LIEBERMAN, RICHARD DEAN",DEM,2014,LA,H,6,O,N,C00542472
H4LA06070,"ANDERSON, QUENTIN ANTHONY",DEM,2014,LA,H,6,O,N,C00543694
H4LA06088,"DIETZEL , PAUL II",REP,2014,LA,H,6,O,C,C00545103
H4LA06096,"WARD, RICHARD J III",REP,2014,LA,H,6,O,C,C00547927
H4LA06104,"FELDER, CASSIE ERIN",REP,2014,LA,H,6,O,C,C00552380
H4LA06112,"CLAITOR, DANIEL A",REP,2014,LA,H,6,O,C,C00554253
H4LA06120,"THOMAS, CHARLES 'TREY' DR III",REP,2014,LA,H,6,O,C,C00555474
H4LA06138,"CLARK, NORMAN NORM LEE",REP,2014,LA,H,6,O,N,C00557363
H4LA06146,"MCCULLOCH, CRAIG",REP,2014,LA,H,6,O,C,C00557728
H4LA06153,"GRAVES, GARRET",REP,2014,LA,H,6,O,C,C00558486
H4LA06161,"EDWARDS, EDWIN WASHINGTON",DEM,2014,LA,H,6,O,C,C00560268
H4LA06179,"WHITNEY, LENAR",REP,2014,LA,H,6,O,C,C00564138
H4LA07029,"BOUSTANY, CHARLES W. DR. JR.",REP,2014,LA,H,3,I,C,C00394866
H4MA01059,"MAYOCK, FREDERICK",IND,2014,MA,H,1,C,N,C00565085
H4MA02057,"DUBRULE, DANIEL D",REP,2014,MA,H,2,C,C,C00551143
H4MA03022,"MCGOVERN, JIM",DEM,2014,MA,H,2,I,C,C00285171
H4MA03089,"IMHOLT, TIMOTHY JAMES",REP,2014,MA,H,,C,C,C00540476
H4MA03097,"WOFFORD, ROSEANN EHRHARD",REP,2014,MA,H,3,C,C,C00564450
H4MA05043,"TIERNEY, THOMAS P",REP,2012,MA,H,5,C,P,C00190637
H4MA05068,"SCIORTINO, CARL M JR",DEM,2014,MA,H,5,C,C,C00541599
H4MA05076,"BROWNSBERGER, WILLIAM N",DEM,2014,MA,H,5,C,C,C00541870
H4MA05084,"CLARK, KATHERINE",DEM,2014,MA,H,5,I,F,C00541888
H4MA05092,"SPILKA, KAREN",DEM,2014,MA,H,5,C,N,C00545046
H4MA05100,"KOUTOUJIAN, PETER J",DEM,2013,MA,H,5,O,C,C00545483
H4MA05118,"COOMBES, MICHAEL JOHN",LIB,2013,MA,H,5,O,N,C00547059
H4MA05126,"WELCH, RICHARD",IND,2013,MA,H,5,O,N,C00547463
H4MA05134,"LONG, MARTIN",DEM,2014,MA,H,5,C,N,C00548560
H4MA05142,"MAISANO, PAUL JOHN",DEM,2014,MA,H,5,C,N,C00548842
H4MA05159,"AULENTI, JAMES V",IND,2013,MA,H,5,O,N,
H4MA05167,"WILT, WILLIAM F",NNE,2014,MA,H,5,O,N,C00557967
H4MA05175,"SCHWARTZ, SHELDON ELLIOTT",DEM,2014,MA,H,5,C,C,C00561324
H4MA06033,"TIERNEY, JOHN F",DEM,2014,MA,H,6,I,C,C00318196
H4MA06090,"MOULTON, SETH",DEM,2014,MA,H,6,C,C,C00547240
H4MA06108,"DEFRANCO, MARISA A",DEM,2014,MA,H,6,C,C,C00547257
H4MA06116,"DEVINE, JOHN PATRICK",DEM,2014,MA,H,6,C,N,C00556753
H4MA06124,"STOCKWELL, CHRISTOPHER JOHN",NNE,2014,MA,H,6,C,C,C00565424
H4MA07106,"LOWENTHAL, JASON PHILIP",GRE,2014,MA,H,7,C,N,C00556811
H4MA09052,"ALLIEGRO, MARK C",REP,2014,MA,H,9,C,C,C00550715
H4MA09060,"COGLIANO, VINCENT ANTHONY JR",REP,2014,MA,H,9,C,C,C00553610
H4MA09078,"CHAPMAN, JOHN C",REP,2014,MA,H,9,C,C,C00553917
H4MA09086,"SHORES, DANIEL L",REP,2014,MA,H,9,C,C,C00556217
H4MD01077,"SAMPSON, HARRY EDWARD",DEM,2008,MD,H,1,C,N,C00432682
H4MD01093,"SHAFFER, JAMES ALEXANDER",REP,2014,MD,H,1,C,N,
H4MD01101,"TILGHMAN, WILLIAM F",DEM,2014,MD,H,1,C,C,C00543587
H4MD01119,"KELLY, BRIDGET E DED",DEM,2014,MD,H,1,C,N,C00554931
H4MD01127,"GOFF, JONATHAN MARVIN JR",REP,2014,MD,H,1,C,C,C00557231
H4MD02166,"SCHLAKMAN, IAN ANDREW",GRE,2014,MD,H,2,C,N,C00550335
H4MD02174,"BANACH, DAVID MICHAEL",REP,2014,MD,H,2,C,N,C00556761
H4MD02190,"RUNDQUIST, PAUL ANDREW",DEM,2014,MD,H,2,C,C,C00558866
H4MD02208,"SPERBER, JOSEPH JEAN",IND,2014,MD,H,2,C,N,
H4MD03115,"MOLYETT, MATTHEW DAVID",DEM,2014,MD,H,3,C,N,C00560466
H4MD03123,"LONG, CHARLES A",REP,2014,MD,H,3,C,N,C00565879
H4MD04071,"MCDERMOTT, GEORGE E.",REP,2014,MD,H,4,C,N,C00489062
H4MD04113,"CHRISTOPHER, WARREN",DEM,2014,MD,H,4,C,C,C00550004
H4MD04121,"HOYT, NANCY JONES",REP,2014,MD,H,4,C,C,C00555144
H4MD04139,"GRAZIANI, JOHN R.",REP,2014,MD,H,4,C,N,
H4MD05144,"ARNESS, MARK KENNETH",REP,2014,MD,H,5,C,N,C00558619
H4MD05151,"POTTER, TOM",REP,2014,MD,H,5,C,N,
H4MD05169,"CHAFFEE, CHRISTOPHER PARRY",REP,2014,MD,H,5,C,C,C00565804
H4MD05177,"FRITZ, DENNIS L.",UNK,2014,MD,H,5,C,N,
H4MD06183,"VOGT, DAVID EDWARD III",REP,2014,MD,H,6,C,C,C00543900
H4MD06191,"BONGINO, DANIEL",REP,2014,MD,H,6,C,C,C00545475
H4MD06209,"PAINTER, HAROLD WALTON",REP,2014,MD,H,6,C,C,C00553982
H4MD06217,"CHARLTON, WALTER THEODORE",NA,2014,MD,H,6,C,N,
H4MD07066,"PEARSON, MICHAEL TYRONE",OTH,2014,MD,H,7,C,N,C00566653
H4MD07074,"VAUGHN, CARROGAN R",REP,2014,MD,H,7,C,N,C00565200
H4MD07082,"ALEXANDER, BRYANT",DEM,2014,MD,H,7,C,N,
H4MD08171,"FICKER, ROBIN K A",REP,2012,MD,H,6,C,P,C00506691
H4MD08197,"HADDOX, STEVEN",LIB,2014,MD,H,8,C,N,
H4MD08205,"WILDMAN, ANDREW JAYE",IND,2014,MD,H,8,C,N,
H4ME00014,"MURPHY, RICHARED PAUL",IND,2014,ME,H,1,C,C,C00556308
H4ME01137,"MISIUK, ISAAC JAMES",REP,2014,ME,H,1,C,C,C00549329
H4ME01145,"STEPHENS, BARRY D",REP,2014,ME,H,1,C,N,
H4ME02192,"SMITH, ALDEN",DEM,2014,ME,H,2,O,P,C00544965
H4ME02200,"CAIN, EMILY ANN",DEM,2014,ME,H,2,O,C,C00546077
H4ME02218,"JACKSON, TROY",DEM,2014,ME,H,2,O,C,C00546572
H4ME02226,"WILLETTE, ALEXANDER REGINALD",REP,2014,ME,H,2,O,N,C00546556
H4ME02234,"POLIQUIN, BRUCE L",REP,2014,ME,H,2,O,C,C00518654
H4ME02242,"YOUNG, KATHERINE E",GRE,2014,ME,H,2,O,N,
H4ME02259,"HAWES, LEIGH M",REP,2014,ME,H,2,O,N,
H4MI01114,"CANNON, JERRY",DEM,2014,MI,H,1,C,C,C00547794
H4MI01122,"ARCAND, ALAN DAVID",REP,2014,MI,H,1,C,C,C00555664
H4MI01130,"FERGUSON, DANA ALAN",DEM,2014,MI,H,1,C,N,
H4MI01148,"GNADT, LOEL ROBERT",LIB,2014,MI,H,1,C,N,
H4MI02104,"VANDERSTELT, DEAN",DEM,2014,MI,H,2,C,C,C00556688
H4MI02112,"WELCH, RONALD II",LIB,2014,MI,H,2,C,N,
H4MI03201,"ABBOTT, RICHARD ALLEN IV",DEM,2014,MI,H,3,C,N,
H4MI03219,"ELLIS, BRIAN ROBERT",REP,2014,MI,H,3,C,C,C00550624
H4MI03227,"GOODRICH, ROBERT EMMETT",DEM,2014,MI,H,3,C,C,C00560755
H4MI03235,"DUNCAN, TONYA",GRE,2014,MI,H,3,C,N,
H4MI04100,"KONETCHY, PETER D",REP,2014,MI,H,4,O,C,C00547315
H4MI04118,"MITCHELL, PAUL III",REP,2014,MI,H,4,O,C,C00561423
H4MI04126,"MOOLENAAR, JOHN",REP,2014,MI,H,4,O,C,C00561530
H4MI04134,"HOLMES, JEFF",DEM,2014,MI,H,4,O,C,C00565432
H4MI04142,"ZIMMERMAN, GEORGE",OTH,2014,MI,H,4,O,N,
H4MI05123,"HARDWICK, ALAN",REP,2014,MI,H,5,C,N,
H4MI05131,"WHITMIRE, TOM",REP,2014,MI,H,5,C,N,
H4MI05149,"SCHERTZING, ERIC ANTHONY",DEM,2014,MI,H,8,O,C,C00562629
H4MI05156,"JONES, HAROLD H.",LIB,2014,MI,H,5,C,N,
H4MI06105,"CLEMENTS, PAUL COLIN",DEM,2014,MI,H,6,C,C,C00540856
H4MI06113,"BUSSLER, JIM",REP,2014,MI,H,6,C,C,C00548172
H4MI06121,"HASS, ERWIN J.",LIB,2014,MI,H,6,C,N,
H4MI06139,"LAWRENCE, JOHN M.",GRE,2014,MI,H,6,C,N,
H4MI07103,"WALBERG, TIMOTHY L HON.",REP,2014,MI,H,7,I,C,C00390724
H4MI07111,"SMITH, BRADLEY L",REP,2004,MI,H,7,C,P,C00391193
H4MI07178,"BYRNES, PAM",DEM,2014,MI,H,7,C,C,C00547174
H4MI07186,"SWARTOUT, DAVID BERNARD",IND,2014,MI,H,7,C,N,C00560565
H4MI07194,"NORTH, DOUGLAS RADCLIFFE",UNK,2014,MI,H,7,C,N,
H4MI07202,"STRAWCUTTER, RICK",NNE,2014,MI,H,7,C,N,
H4MI08093,"WHITE, WILL TYLER",LIB,2014,MI,H,4,O,N,
H4MI08101,"BURGESS, JEREMY",IND,2014,MI,H,8,O,N,C00554303
H4MI08119,"GRETTENBERGER, SUSAN",DEM,2014,MI,H,8,O,C,C00558239
H4MI08127,"BARNETT, BRYAN K",REP,2014,MI,H,8,O,C,C00560987
H4MI08135,"BISHOP, MIKE",REP,2014,MI,H,8,O,C,C00561001
H4MI08143,"DARGA, KENNETH JAMES",DEM,2014,MI,H,8,O,N,C00564211
H4MI08150,"HANK, JEFFREY A",DEM,2014,MI,H,8,O,N,
H4MI08168,"WEEKS II, JAMES",LIB,2014,MI,H,8,O,N,
H4MI08176,"CASHA, JIM",GRE,2014,MI,H,8,O,N,
H4MI09075,"BRIKHO, GEORGE",REP,2014,MI,H,9,C,C,C00543512
H4MI09083,"CRESWELL, GREGORY",LIB,2014,MI,H,9,C,N,
H4MI09091,"MCDERMOTT, JOHN V.",GRE,2014,MI,H,9,C,N,
H4MI10081,"PHILLIPS, LARRY JEFFREY",REP,2014,MI,H,10,C,N,C00561209
H4MI11089,"KUMAR, ANIL",DEM,2014,MI,H,11,C,C,C00548925
H4MI11097,"TROTT, DAVID A",REP,2014,MI,H,11,C,C,C00548941
H4MI11105,"MCKENZIE, BOBBY",DEM,2014,MI,H,11,C,C,C00550673
H4MI12061,"BOWMAN, TERRENCE MICHAEL",REP,2014,MI,H,12,O,C,C00557892
H4MI12079,"DINGELL, DEBBIE",DEM,2014,MI,H,12,O,C,C00558213
H4MI12087,"MULLINS, RAYMOND GLENN",DEM,2014,MI,H,12,O,C,C00562504
H4MI12095,"FARKAS, STEPHEN",REP,2014,MI,H,12,O,N,
H4MI13192,"SHEFFIELD, HORACE",DEM,2014,MI,H,13,C,C,C00559823
H4MI13200,"GORMAN, JEFF",REP,2014,MI,H,13,C,N,
H4MI13218,"JOHNSON, SAM",NNE,2014,MI,H,13,C,N,
H4MI13226,"BARR, CHRISTINA L.",REP,2014,MI,H,14,O,N,
H4MI14117,"HOBBS, RUDY",DEM,2014,MI,H,14,O,C,C00544759
H4MI14125,"GARRETT, MYKALE L",DEM,2014,MI,H,14,O,C,C00545707
H4MI14133,"DUNWOODY, STEPHEN",DEM,2014,MI,H,14,O,C,C00548529
H4MI14141,"MCCALL, JESSICA LYNN",DEM,2014,MI,H,14,O,C,C00549543
H4MI14158,"GREGORY, VINCENT",DEM,2014,MI,H,14,O,C,C00549998
H4MI14166,"MORTON, MAURICE G",DEM,2014,MI,H,14,O,C,C00554923
H4MI14174,"FOSTER, BURGESS",DEM,2014,MI,H,14,O,N,
H4MI14182,"CONYERS, CHRISTINA",REP,2014,MI,H,14,O,N,
H4MI14190,"BOYLE, STEPHEN",GRE,2014,MI,H,14,O,N,
H4MI14208,"PRUDEN, CALVIN",UNK,2014,MI,H,14,C,N,
H4MN01153,"BENSON, MICHAEL (MIKE) WAYNE",REP,2014,MN,H,1,C,C,C00546945
H4MN01161,"MILLER, AARON",REP,2014,MN,H,1,C,C,C00548693
H4MN02110,"MEHRING, SONA",DFL,2014,MN,H,2,C,C,C00543462
H4MN02128,"CRAFT, THOMAS EDWARD",DEM,2014,MN,H,2,C,C,C00546465
H4MN02136,"OVERBY, PAULA MIRARE MS",IP,2014,MN,H,2,C,C,C00548727
H4MN02144,"ROBERTS, MICHAEL JERARD",DEM,2014,MN,H,2,C,C,C00565515
H4MN04116,"WALHGREN, SHARNA",REP,2014,MN,H,4,C,C,C00562207
H4MN04124,"THOMAS, DAVE",OTH,2014,MN,H,4,C,N,
H4MN05071,"DAGGETT, DOUGLAS JAMES",REP,2014,MN,H,5,C,C,C00563205
H4MN05089,"BAUER, LEE",OTH,2014,MN,H,5,C,N,
H4MN06087,"EMMER, THOMAS EARL JR",REP,2014,MN,H,6,O,C,C00545749
H4MN06095,"PEDERSON, JOHN CARROLL",REP,2014,MN,H,6,O,C,C00546184
H4MN06103,"SIVARAJAH, RHONDA",REP,2014,MN,H,6,O,C,C00546283
H4MN06111,"READ, JAMES HOWARD",DEM,2014,MN,H,6,O,C,C00551010
H4MN06129,"PERSKE, JOSEPH EMIL",DFL,2014,MN,H,6,O,C,C00555029
H4MN06137,"DENNEY, JOHN",OTH,2014,MN,H,6,O,C,C00561571
H4MN07077,"WESTROM, TORREY NORMAN",REP,2014,MN,H,7,C,C,C00554352
H4MN08083,"MILLS, STEWART",REP,2014,MN,H,8,C,C,C00546739
H4MN08091,"SANDMAN, RAY SKIP",GRE,2014,MN,H,8,C,N,
H4MO00011,"HOLMES, ERIC",DEM,2014,MO,H,5,C,C,C00559930
H4MO01118,"ELDER, DANIEL ",REP,2014,MO,H,1,C,N,C00565531
H4MO01126,"KOEHR, DAVID",REP,2014,MO,H,1,C,N,C00561027
H4MO03171,"DENTON, COURTNEY",DEM,2014,MO,H,3,C,N,
H4MO03189,"STEINMAN, VELMA",DEM,2014,MO,H,3,C,N,
H4MO03197,"FROST, JOE",REP,2014,MO,H,3,C,N,
H4MO03205,"MORRIS, JOHN",REP,2014,MO,H,3,C,N,
H4MO04088,"PARNELL, JEFFREY",REP,2010,MO,H,4,C,N,C00449587
H4MO04120,"IRVIN, NATHANIEL AUGUSTUS",DEM,2014,MO,H,4,C,C,C00561142
H4MO04138,"WEBB, JOHN",REP,2014,MO,H,4,C,C,C00565523
H4MO04146,"LANGKREAR, RANDALL (RANDY)",LIB,2014,MO,H,4,C,N,
H4MO05234,"CLEAVER II, EMANUEL",DEM,2014,MO,H,5,I,C,C00395848
H4MO05309,"LINDSAY, BILL",REP,2014,MO,H,5,C,C,C00559070
H4MO05317,"MEMOLY, MARK S.",DEM,2014,MO,H,5,C,N,
H4MO05325,"ALAO, SAMUEL AKINNIYI",REP,2014,MO,H,5,C,N,
H4MO05333,"KNOX, BERTON A.",REP,2014,MO,H,5,C,N,
H4MO05341,"WELBORN, ROY",LIB,2014,MO,H,5,C,N,
H4MO06067,"THARP, BRIAN L",REP,2014,MO,H,6,C,N,C00556845
H4MO06075,"CROSE, GARY LYNN",DEM,2014,MO,H,6,C,N,
H4MO06083,"FIELDS, EDWARDS DWAYNE",DEM,2014,MO,H,6,C,N,
H4MO06091,"REID, KYLE",REP,2014,MO,H,6,C,N,
H4MO07107,"CRAIG, KEVIN",LIB,2014,MO,H,7,C,N,
H4MO07123,"JENNINGS, VINCENT DWAIN",IND,2014,MO,H,7,C,N,C00550475
H4MO07131,"WILLIAMS, GENEVIEVE",DEM,2014,MO,H,7,C,N,C00560623
H4MO08147,"SOTELO, PEDRO JUAN",REP,2013,MO,H,8,O,N,C00540823
H4MO08154,"RICHARDSON, TODD",REP,2013,MO,H,8,O,N,C00541300
H4MO08162,"SMITH, JASON T",REP,2014,MO,H,8,I,C,C00541862
H4MO08170,"HODGES, STEVE",DEM,2014,MO,H,8,C,N,C00542563
H4MO08188,"ENYART, DOUGLAS ALLEN",CON,2014,MO,H,8,C,N,C00542944
H4MO08196,"BROWN, THEODIS JR",NNE,2014,MO,H,8,C,N,
H4MO08204,"GEORGE, ROBERT WILBURN MD",IND,2013,MO,H,8,O,N,C00544643
H4MO08212,"STOCKER, BARBARA HAMILL",DEM,2014,MO,H,8,C,C,C00549287
H4MO08220,"HAMPTON, TERRY LYNN",IND,2014,MO,H,8,C,C,C00564963
H4MP00016,"SALAS, ANDREW SABLAN",DEM,2014,MP,H,0,C,N,
H4MS00013,"MAGEE, DOUGLAS MACARTHUR (DOUG)",DEM,2014,MS,H,,C,N,C00558940
H4MS01102,"WASHER, BARBARA DALE",REF,2014,MS,H,3,C,N,C00399162
H4MS01110,"DICKEY, RON ",DEM,2014,MS,H,1,C,C,C00563486
H4MS01128,"WALLEY, LAJENA",REF,2014,MS,H,1,C,N,
H4MS02043,"CARAWAY, HARDY",REP,2014,MS,H,3,C,N,
H4MS02068,"THOMPSON, BENNIE G.",DEM,2014,MS,H,2,I,C,C00279851
H4MS02175,"FAIRCONETUE, DAMIEN",DEM,2014,MS,H,2,C,N,
H4MS02183,"RAY, TROY",IND,2014,MS,H,2,C,N,
H4MS02191,"SHOEMAKE, SHELLEY",REF,2014,MS,H,2,C,N,C00565416
H4MS03033,"LILJEBERG, JIM",DEM,2014,MS,H,3,C,N,
H4MS03041,"QUINN, DENNIS C.",DEM,2014,MS,H,3,C,N,
H4MS03058,"GERRARD, ROGER",IND,2014,MS,H,3,C,N,
H4MS04098,"KELLY, TAVISH CORDERO",REP,2014,MS,H,4,C,C,C00549774
H4MS04106,"REICH, EDWARD DONALD",IND,2014,MS,H,4,C,N,C00558007
H4MS04114,"CAUSEY, TRISH",DEM,2014,MS,H,4,C,N,
H4MS04122,"CARTER, THOMAS G",REP,2014,MS,H,4,C,C,C00560649
